subject_id,academic_over_social,age,anxious,bookish,books_over_parties,calm,collect_books,conventional,critical,dependable,diagnosed_autistic,disorganized,education,engnat,enjoy_learning,excited_about_research,extraverted,familysize,gender,hand,hobbies_over_people,in_advanced_classes,intelligence_over_appearance,interested_science,introspective,libraries_over_publicspace,like_dry_topics,like_hard_material,like_science_fiction,like_superheroes,major,married,online_over_inperson,opennness,play_many_videogames,playes_rpgs,prefer_fictional_people,race_arab,race_asian,race_black,race_hispanic,race_native_american,race_native_austrailian,race_nerdy,race_white,read_tech_reports,religion,reserved,socially_awkward,strange_person,sympathetic,urban,voted,was_odd_child,watch_science_shows,writing_novel
1,2.0,50.0,4.0,4.0,4.0,6.0,5.0,1.0,3.0,5.0,2.0,5.0,4.0,1.0,3.0,4.0,5.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,5.0,1.0,3.0,4.0,4.0,biophysics,1.0,3.0,5.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,5.0,4.0,5.0,2.0,1.0,3.0,5.0,1.0
2,5.0,22.0,7.0,5.0,5.0,2.0,5.0,1.0,6.0,3.0,2.0,6.0,3.0,2.0,5.0,5.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,biology,1.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,7.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,4.0
5,4.0,18.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,Geology,1.0,3.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0
6,4.0,18.0,1.0,4.0,5.0,6.0,5.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,5.0,1.0,3.0,5.0,1.0,5.0,3.0,missing,1.0,3.0,7.0,3.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,1.0
7,3.0,21.0,7.0,3.0,5.0,1.0,5.0,4.0,6.0,5.0,2.0,7.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,missing,1.0,4.0,6.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,5.0,5.0,5.0,6.0,2.0,1.0,3.0,3.0,3.0
8,3.0,25.0,5.0,5.0,4.0,3.0,2.0,1.0,1.0,5.0,2.0,7.0,3.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,psychology,1.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,3.0,4.0,7.0,2.0,2.0,3.0,0.0,5.0
9,3.0,17.0,6.0,4.0,5.0,5.0,4.0,2.0,6.0,3.0,2.0,7.0,1.0,2.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,missing,1.0,5.0,6.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,5.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0
10,5.0,15.0,7.0,5.0,5.0,1.0,5.0,1.0,5.0,6.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,missing,1.0,5.0,7.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,5.0,5.0,7.0,1.0,2.0,5.0,5.0,5.0
14,2.0,31.0,3.0,1.0,3.0,6.0,4.0,2.0,6.0,6.0,2.0,5.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,information technology,2.0,4.0,6.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0
15,4.0,39.0,2.0,2.0,5.0,5.0,5.0,3.0,1.0,6.0,2.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,5.0,5.0,Digital Media,3.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,3.0,4.0,2.0,2.0,2.0,5.0,5.0,1.0
19,4.0,15.0,6.0,5.0,3.0,3.0,4.0,4.0,6.0,4.0,1.0,5.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,missing,1.0,4.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,2.0
22,5.0,20.0,1.0,5.0,5.0,7.0,5.0,6.0,2.0,6.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,chemical engineering,1.0,4.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,7.0,4.0,2.0,5.0,3.0,2.0,4.0,5.0,2.0
26,4.0,17.0,6.0,0.0,4.0,1.0,4.0,2.0,3.0,6.0,1.0,6.0,1.0,1.0,3.0,5.0,5.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,1.0,missing,1.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0
27,4.0,50.0,3.0,5.0,5.0,6.0,4.0,3.0,5.0,6.0,2.0,1.0,3.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,Math,1.0,5.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,5.0,5.0,2.0,2.0,2.0,4.0,5.0,2.0
29,5.0,15.0,4.0,3.0,4.0,4.0,5.0,1.0,4.0,6.0,1.0,5.0,1.0,1.0,3.0,3.0,6.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,5.0,4.0,missing,1.0,3.0,6.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,6.0,4.0,4.0,7.0,3.0,2.0,3.0,5.0,5.0
36,3.0,43.0,1.0,4.0,5.0,7.0,4.0,2.0,1.0,6.0,2.0,6.0,2.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,missing,1.0,3.0,6.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0
38,3.0,17.0,7.0,5.0,3.0,3.0,2.0,2.0,5.0,6.0,2.0,7.0,4.0,2.0,5.0,5.0,6.0,1.0,1.0,1.0,4.0,5.0,3.0,5.0,5.0,1.0,5.0,3.0,1.0,3.0,Math,1.0,3.0,6.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,2.0,5.0,7.0,3.0,2.0,5.0,3.0,1.0
39,3.0,18.0,5.0,5.0,3.0,2.0,4.0,2.0,7.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,4.0,4.0,missing,1.0,5.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,4.0
42,1.0,16.0,5.0,2.0,5.0,7.0,3.0,1.0,5.0,5.0,2.0,6.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,missing,1.0,3.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,2.0,4.0,6.0,3.0,2.0,3.0,5.0,1.0
44,3.0,17.0,7.0,5.0,4.0,1.0,5.0,1.0,7.0,6.0,2.0,5.0,2.0,1.0,3.0,5.0,7.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,3.0,4.0,missing,1.0,5.0,4.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,12.0,5.0,3.0,5.0,6.0,2.0,2.0,3.0,4.0,5.0
45,3.0,15.0,7.0,5.0,3.0,2.0,1.0,6.0,6.0,5.0,2.0,6.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,none,1.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,5.0
46,4.0,37.0,2.0,3.0,3.0,5.0,4.0,5.0,2.0,6.0,2.0,3.0,3.0,2.0,1.0,3.0,6.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,biochemistry,1.0,3.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,4.0,5.0,7.0,3.0,2.0,3.0,5.0,4.0
47,4.0,20.0,3.0,5.0,2.0,4.0,3.0,5.0,3.0,7.0,2.0,5.0,2.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,4.0,5.0,3.0,4.0,1.0,2.0,4.0,5.0,4.0,4.0,Software Engineering,1.0,2.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0
48,4.0,19.0,7.0,4.0,5.0,1.0,5.0,1.0,6.0,1.0,1.0,7.0,2.0,1.0,2.0,5.0,4.0,1.0,3.0,1.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,2.0,missing,1.0,5.0,6.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,5.0,5.0,3.0,2.0,1.0,4.0,3.0,5.0
49,2.0,21.0,6.0,5.0,4.0,5.0,5.0,1.0,5.0,4.0,2.0,5.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,5.0,Art,1.0,5.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,7.0,3.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0
50,4.0,18.0,1.0,4.0,4.0,3.0,5.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,4.0,4.0,6.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,missing,1.0,4.0,7.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,5.0,5.0,4.0,5.0,2.0,2.0,4.0,5.0,2.0
53,3.0,56.0,2.0,3.0,4.0,6.0,5.0,1.0,2.0,6.0,2.0,5.0,4.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,history,2.0,4.0,6.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,6.0,5.0,4.0,6.0,2.0,1.0,3.0,4.0,1.0
54,2.0,22.0,4.0,3.0,3.0,6.0,2.0,3.0,5.0,6.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,psychology,1.0,3.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,2.0,4.0,6.0,1.0,1.0,3.0,5.0,1.0
55,4.0,32.0,5.0,4.0,5.0,2.0,4.0,2.0,6.0,6.0,1.0,3.0,3.0,1.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,Internet Computing,1.0,4.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,6.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0
56,4.0,49.0,2.0,4.0,5.0,6.0,4.0,2.0,3.0,6.0,2.0,3.0,4.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,engineering,1.0,4.0,6.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,7.0,4.0,5.0,5.0,2.0,1.0,4.0,5.0,2.0
57,3.0,14.0,2.0,3.0,4.0,6.0,5.0,4.0,6.0,6.0,2.0,3.0,1.0,2.0,1.0,4.0,5.0,2.0,1.0,1.0,4.0,5.0,1.0,3.0,2.0,4.0,1.0,4.0,4.0,4.0,missing,1.0,4.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,1.0,5.0,3.0,3.0,2.0,4.0,4.0,1.0
58,4.0,39.0,2.0,4.0,2.0,6.0,3.0,4.0,5.0,6.0,2.0,6.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,4.0,3.0,4.0,psychology,2.0,3.0,6.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0
61,3.0,17.0,7.0,2.0,5.0,1.0,2.0,1.0,6.0,6.0,2.0,7.0,2.0,1.0,1.0,3.0,7.0,3.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,1.0,missing,1.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,4.0,5.0,7.0,2.0,2.0,3.0,3.0,5.0
62,1.0,14.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,7.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,2.0,1.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,2.0,missing,1.0,3.0,7.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,4.0,5.0,6.0,2.0,2.0,4.0,5.0,3.0
65,4.0,44.0,6.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,0.0,4.0,3.0,1.0,4.0,5.0,2.0,0.0,1.0,0.0,1.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,missing,0.0,3.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,4.0,5.0,0.0,0.0,4.0,5.0,1.0
66,4.0,29.0,6.0,2.0,5.0,6.0,4.0,1.0,6.0,4.0,2.0,7.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,Physics,1.0,5.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,6.0,5.0,5.0,2.0,2.0,2.0,4.0,5.0,1.0
69,2.0,15.0,2.0,3.0,3.0,2.0,2.0,5.0,6.0,7.0,2.0,2.0,2.0,1.0,2.0,5.0,6.0,3.0,1.0,1.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,2.0,missing,1.0,4.0,7.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,6.0,4.0,3.0,5.0,3.0,2.0,2.0,4.0,5.0
70,4.0,29.0,6.0,1.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,6.0,3.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,English,2.0,3.0,7.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,4.0,4.0,7.0,1.0,2.0,5.0,3.0,4.0
71,5.0,46.0,2.0,5.0,3.0,7.0,5.0,6.0,2.0,5.0,2.0,5.0,3.0,1.0,4.0,2.0,6.0,2.0,1.0,2.0,1.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,Comp Sci and Math,3.0,3.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,6.0,4.0,3.0,6.0,1.0,1.0,3.0,5.0,1.0
72,3.0,14.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,5.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,missing,1.0,4.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,5.0,3.0,4.0,5.0,2.0,2.0,4.0,3.0,1.0
75,2.0,36.0,4.0,2.0,5.0,6.0,4.0,1.0,5.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,Chemistry,3.0,4.0,7.0,4.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,5.0,7.0,2.0,2.0,3.0,5.0,1.0
76,0.0,50.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0,4.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,missing,2.0,5.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,5.0,5.0,0.0,3.0,1.0,5.0,5.0,5.0
77,3.0,21.0,5.0,3.0,5.0,2.0,5.0,1.0,1.0,6.0,2.0,6.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,5.0,5.0,3.0,3.0,1.0,5.0,3.0,5.0,0.0,5.0,German,1.0,2.0,7.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,4.0,5.0,5.0,7.0,2.0,2.0,3.0,5.0,2.0
79,4.0,14.0,5.0,4.0,1.0,6.0,2.0,5.0,2.0,4.0,2.0,6.0,1.0,1.0,2.0,4.0,5.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,missing,1.0,3.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,2.0,4.0,2.0,6.0,2.0,2.0,5.0,3.0,1.0
84,4.0,45.0,2.0,4.0,4.0,6.0,4.0,2.0,4.0,6.0,2.0,2.0,0.0,1.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,5.0,2.0,5.0,4.0,5.0,Computer Information Systens,2.0,3.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,6.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,1.0
85,5.0,23.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,6.0,2.0,5.0,3.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,3.0,history,1.0,4.0,7.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,7.0,5.0,5.0,6.0,3.0,1.0,1.0,5.0,4.0
89,4.0,17.0,7.0,3.0,5.0,5.0,2.0,2.0,7.0,1.0,2.0,6.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,missing,1.0,4.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,5.0
91,3.0,37.0,5.0,1.0,2.0,5.0,4.0,2.0,6.0,2.0,2.0,6.0,3.0,2.0,3.0,3.0,7.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,Business,2.0,1.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,5.0,3.0,2.0,1.0,3.0,5.0,2.0
93,5.0,14.0,5.0,5.0,5.0,7.0,0.0,1.0,7.0,7.0,2.0,3.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Astrophysics,1.0,5.0,7.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,7.0,5.0,5.0,1.0,1.0,2.0,5.0,5.0,4.0
95,5.0,42.0,5.0,5.0,4.0,7.0,4.0,1.0,1.0,6.0,2.0,5.0,4.0,1.0,2.0,5.0,3.0,5.0,2.0,1.0,3.0,5.0,3.0,4.0,2.0,4.0,2.0,5.0,4.0,3.0,Education,2.0,4.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,6.0,5.0,4.0,7.0,2.0,2.0,4.0,5.0,4.0
96,4.0,19.0,1.0,5.0,4.0,5.0,2.0,2.0,6.0,5.0,2.0,7.0,2.0,1.0,4.0,5.0,3.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,Engineering,1.0,4.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,4.0,5.0,3.0,1.0,1.0,5.0,4.0,4.0
97,4.0,17.0,7.0,5.0,5.0,2.0,5.0,2.0,5.0,4.0,0.0,6.0,0.0,1.0,4.0,5.0,1.0,2.0,2.0,1.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,2.0,missing,1.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,6.0,5.0,5.0,7.0,1.0,2.0,4.0,1.0,4.0
98,5.0,57.0,6.0,4.0,5.0,6.0,5.0,1.0,5.0,3.0,2.0,5.0,3.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,Art,3.0,5.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,5.0,5.0,7.0,2.0,1.0,3.0,4.0,1.0
103,4.0,20.0,6.0,2.0,5.0,2.0,4.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,5.0,5.0,2.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,missing,1.0,5.0,6.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,4.0,6.0,3.0,1.0,2.0,2.0,5.0
104,5.0,16.0,7.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,7.0,2.0,3.0,1.0,2.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,missing,1.0,5.0,7.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,7.0,5.0,5.0,7.0,2.0,2.0,5.0,5.0,4.0
105,3.0,20.0,4.0,1.0,4.0,4.0,4.0,1.0,6.0,4.0,2.0,6.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,missing,1.0,4.0,6.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,5.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0
107,3.0,18.0,7.0,5.0,5.0,3.0,4.0,1.0,4.0,5.0,1.0,7.0,1.0,1.0,3.0,5.0,6.0,1.0,2.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,missing,1.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,7.0,3.0,4.0,7.0,3.0,2.0,4.0,5.0,5.0
108,1.0,16.0,4.0,1.0,2.0,1.0,3.0,4.0,6.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,5.0,missing,1.0,3.0,7.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0
110,4.0,16.0,2.0,3.0,1.0,6.0,5.0,7.0,6.0,7.0,2.0,1.0,2.0,1.0,4.0,5.0,6.0,2.0,1.0,1.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,missing,1.0,2.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,2.0,2.0,5.0,5.0,1.0
114,4.0,25.0,5.0,2.0,5.0,6.0,3.0,1.0,7.0,6.0,0.0,1.0,3.0,2.0,1.0,1.0,7.0,5.0,1.0,0.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,missing,3.0,3.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,10.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,2.0
